sentence,sentiment,topic,processed_text
Bạn của tôi rất trung thực và luôn đưa ra ý kiến thật lòng.,1,others,bạn của tôi rất trung_thực và luôn đưa ra ý_kiến thật lòng
"Khuôn viên trường được bảo vệ và quản lý một cách nghiêm ngặt, đảm bảo an toàn cho sinh viên.",2,facility,khuôn_viên trường được bảo_vệ và quản_lý một_cách nghiêm_ngặt đảm_bảo an_toàn cho sinh_viên
Hệ thống thư viện đầy đủ sách báo và tài liệu điện tử giúp tôi tiếp cận với nhiều kiến thức mới.,2,curriculum,hệ_thống thư_viện đầy_đủ sách_báo và tài_liệu điện_tử giúp tôi tiếp_cận với nhiều kiến_thức mới
Anh ấy có khả năng làm việc độc lập một cách hiệu quả.,1,others,anh ấy có khả_năng làm_việc độc_lập một_cách hiệu_quả
Giáo viên thường đưa ra những câu hỏi bất ngờ để kích thích sự tò mò của sinh viên.,1,lecturer,giáo_viên thường đưa ra những câu hỏi bất_ngờ để kích_thích sự tò_mò của sinh_viên
"Thầy cô không hay quan tâm đến sự phản hồi từ sinh viên, chỉ cho ra những câu hỏi đơn giản thay vì tác động sâu sắc vào nội dung của bài học.",0,lecturer,thầy cô không hay quan_tâm đến sự phản_hồi từ sinh_viên chỉ cho ra những câu hỏi đơn_giản thay_vì tác_động sâu_sắc vào nội_dung của bài_học
"Trường có nhiều chỗ đỗ xe, giúp cho sinh viên và giảng viên tiện lợi hơn khi tới trường.",2,facility,trường có nhiều chỗ đỗ xe giúp cho sinh_viên và giảng_viên tiện_lợi hơn khi tới trường
Mình không thể chịu nổi cái tính khó chịu của cô ấy.,0,others,mình không_thể chịu nổi cái tính khó_chịu của cô ấy
Cô bạn này rất tỉ mỉ và kỹ lưỡng.,1,others,cô bạn này rất tỉ_mỉ và kỹ_lưỡng
"Các phòng học tại trường rất sạch sẽ và thoáng mát, giúp tôi học tập tốt hơn.",2,facility,các phòng học tại trường rất sạch_sẽ và thoáng mát giúp tôi học_tập tốt hơn
Giảng viên luôn kích thích sinh viên để học tập chủ động hơn.,1,lecturer,giảng_viên luôn kích_thích sinh_viên để học_tập chủ_động hơn
Thầy/cô có khả năng truyền đạt năng lượng tích cực cho lớp học.,2,lecturer,thầy cô có khả_năng truyền_đạt năng_lượng tích_cực cho lớp_học
Trường cung cấp các trang thiết bị và dịch vụ hỗ trợ rất tốt.,1,facility,trường cung_cấp các trang_thiết_bị và dịch_vụ hỗ_trợ rất tốt
Giảng viên rất có kinh nghiệm và đã giúp tôi có kết quả tốt trong bài kiểm tra.,1,lecturer,giảng_viên rất có kinh_nghiệm và đã giúp tôi có kết_quả tốt trong bài kiểm_tra
"Phòng thực hành quá tải, không đủ chỗ ngồi cho sinh viên.",0,facility,phòng thực_hành quá_tải không đủ chỗ ngồi cho sinh_viên
The campus grounds are beautifully landscaped and provide a relaxing atmosphere.,1,facility,the campus grounds are beautifully_landscaped and_provide a relaxing atmosphere
Thiếu sự tiếp xúc giữa sinh viên và giáo viên.,0,facility,thiếu sự tiếp_xúc giữa sinh_viên và giáo_viên
Thầy rất thân thiện với sinh viên và thường xuyên tạo ra môi trường học tập thoải mái và thân thiện.,1,lecturer,thầy rất thân_thiện với sinh_viên và thường_xuyên tạo ra môi_trường học_tập thoải_mái và thân_thiện
"Tôi rất thích cách giảng dạy của các giáo viên tại trường, giúp cho sinh viên có thể tiếp cận và hiểu rõ những kiến thức bổ ích và hữu ích nhất.",2,facility,tôi rất thích cách giảng_dạy của các giáo_viên tại trường giúp cho sinh_viên có_thể tiếp_cận và hiểu rõ những kiến_thức bổ_ích và hữu_ích nhất
Thầy không đưa ra được các ví dụ cụ thể và thực tế.,0,lecturer,thầy không đưa ra được các ví_dụ cụ_thể và thực_tế
Thầy tạo ra những cuộc thảo luận và câu hỏi thú vị để giúp sinh viên hiểu rõ hơn các chủ đề.,1,lecturer,thầy tạo ra những cuộc thảo_luận và câu hỏi thú_vị để giúp sinh_viên hiểu rõ hơn các chủ_đề
"Các phòng giải trí như karaoke, bida, bóng đá phục vụ cho sinh viên.",1,facility,các phòng giải_trí như karaoke_bida bóng_đá phục_vụ cho sinh_viên
Nhóm của họ rất kém chất lượng và không cung cấp giá trị cho bài tập nhóm.,0,others,nhóm của họ rất kém chất_lượng và không cung_cấp giá_trị cho bài_tập nhóm
Thiếu sự quan tâm trong việc quản lý các trang thiết bị và tiết kiệm khô sẹo.,0,facility,thiếu sự quan_tâm trong việc quản_lý các trang_thiết_bị và tiết_kiệm khô sẹo
Được tham gia các khóa học bổ sung để nâng cao trình độ.,2,curriculum,được tham_gia các khóa_học bổ_sung để nâng cao trình_độ
Anh bạn tôi rất dễ mến và lúc nào cũng nở nụ cười.,2,others,anh bạn tôi rất dễ_mến và lúc_nào cũng nở nụ cười
Bạn của tôi rất dễ mến và khiến mọi người cảm thấy thoải mái.,2,others,bạn của tôi rất dễ_mến và khiến mọi người cảm_thấy thoải_mái
Trường được đánh giá rất cao với các dự án nghiên cứu và giải pháp kinh doanh cung cấp cho sinh viên.,1,curriculum,trường được đánh_giá rất cao với các dự_án nghiên_cứu và giải_pháp kinh_doanh cung_cấp cho sinh_viên
Giáo trình quá dài và phức tạp.,0,curriculum,giáo_trình quá dài và phức_tạp
Giáo viên có trình độ chuyên môn cao và nhiệt tình.,1,curriculum,giáo_viên có trình_độ chuyên_môn cao và nhiệt_tình
Một số giáo trình cần được cập nhật thường xuyên để phù hợp với ngành nghề hiện tại.,1,curriculum,một_số giáo_trình cần được cập_nhật thường_xuyên để phù_hợp với ngành_nghề hiện_tại
Anh ấy rất đáng kính trọng và có đạo đức tốt.,2,others,anh ấy rất đáng kính_trọng và có đạo_đức tốt
Người bạn tôi luôn thể hiện sự tôn trọng và đạo đức trong mọi hoạt động.,2,others,người bạn tôi luôn thể_hiện sự tôn_trọng và đạo_đức trong mọi hoạt_động
Bạn cùng lớp rất tiếp thu và học hỏi rất nhanh.,1,others,bạn cùng lớp rất tiếp_thu và học_hỏi rất nhanh
"Phòng học cực kì chật hẹp, không đủ cho số lượng sinh viên.",0,facility,phòng học cực_kì chật_hẹp không đủ cho số_lượng sinh_viên
Chị ấy giỏi về kỹ thuật lập trình và luôn giúp đỡ các thành viên khác trong nhóm giải quyết các vấn đề kỹ thuật.,2,others,chị ấy giỏi về kỹ_thuật lập_trình và luôn giúp_đỡ các thành_viên khác trong nhóm giải_quyết các vấn_đề kỹ_thuật
Khu vực phòng thí nghiệm quá nhỏ.,0,facility,khu_vực phòng_thí_nghiệm quá nhỏ
Giảng viên này thường xuyên muốn so sánh sinh viên với nhau hoặc lớp của mình với các lớp khác.,0,lecturer,giảng_viên này thường_xuyên muốn so_sánh sinh_viên với nhau hoặc lớp của mình với các lớp khác
Chương trình đào tạo cần đảm bảo được tính khả thi và ứng dụng.,1,curriculum,chương_trình đào_tạo cần đảm_bảo được tính khả_thi và ứng_dụng
The campus security is top-notch.,1,facility,the campus security is top notch
Chị ấy rất thân thiện và tuyệt vời.,1,others,chị ấy rất thân_thiện và tuyệt_vời
Các đơn vị cung cấp dịch vụ tư vấn và hỗ trợ học tập được bố trí để giải đáp mọi thắc mắc của sinh viên.,2,facility,các đơn_vị cung_cấp dịch_vụ tư_vấn và hỗ_trợ học_tập được bố_trí để giải_đáp mọi thắc_mắc của sinh_viên
"Cô ấy là bạn tâm đắc, luôn lắng nghe và đồng cảm.",2,others,cô ấy là bạn tâm_đắc luôn lắng_nghe và đồng_cảm
Nhìn thấy cả đám đều hỏi nhau câu hỏi vô bổ thế mà,0,others,nhìn thấy cả đám đều hỏi nhau câu hỏi vô_bổ thế mà
Trung tâm đào tạo tốt nhất mà tôi từng biết.,2,curriculum,trung_tâm đào_tạo tốt nhất mà tôi từng biết
Thầy cô giảng bài rất rõ ràng và đầy đủ.,1,lecturer,thầy cô giảng_bài rất rõ_ràng và đầy_đủ
Giảng viên rất chuyên nghiệp và dành nhiều thời gian để giúp đỡ sinh viên.,1,lecturer,giảng_viên rất chuyên_nghiệp và dành nhiều thời_gian để giúp_đỡ sinh_viên
Chương trình học không đảm bảo tính phát triển toàn diện cho sinh viên.,0,curriculum,chương_trình học không đảm_bảo tính phát_triển toàn_diện cho sinh_viên
Giảng viên này thật kém cỏi. Nếu không có tài liệu bổ sung của tôi thì tôi không thể hiểu được gì cả.,0,lecturer,giảng_viên này thật kém_cỏi nếu không có tài_liệu bổ_sung của tôi thì tôi không_thể hiểu được gì cả
"Khu vực mua sắm của trường đa dạng, giúp cho sinh viên có thể mua đồ tiện dụng một cách nhanh chóng và tiện lợi.",2,facility,khu_vực mua_sắm của trường đa_dạng giúp cho sinh_viên có_thể mua đồ tiện_dụng một_cách nhanh_chóng và tiện_lợi
Người kia cứ mãi tập trung chơi game vào thời gian học,0,others,người kia cứ mãi tập_trung chơi game vào thời_gian học
Các khu vực sân vườn và giếng trời được thiết kế đẹp mắt mang lại không gian sống thoải mái cho sinh viên.,2,facility,các khu_vực sân vườn và giếng_trời được thiết_kế đẹp_mắt mang lại không_gian sống thoải_mái cho sinh_viên
Người này là người rất kỹ lưỡng và chăm chỉ.,1,others,người này là người rất kỹ_lưỡng và chăm_chỉ
"Chương trình học quá đơn điệu, không hấp dẫn sinh viên.",0,curriculum,chương_trình học quá đơn_điệu không hấp_dẫn sinh_viên
The university has a good range of facilities available for students to use.,1,facility,the university has a good range of_facilities available for students to use
Anh bạn này là người cực kỳ năng động và sáng tạo.,2,others,anh bạn này là người cực_kỳ năng_động và sáng_tạo
"Thiếu sự linh hoạt trong chương trình học, không cho phép sinh viên lựa chọn các học phần phù hợp với nhu cầu của mình.",0,curriculum,thiếu sự linh_hoạt trong chương_trình học không cho_phép sinh_viên lựa_chọn các học_phần phù_hợp với nhu_cầu của mình
"Chương trình học có tính ứng dụng cao, tôi có thể áp dụng các kiến thức và kỹ năng mới vào công việc của mình.",2,curriculum,chương_trình học có tính ứng_dụng cao tôi có_thể áp_dụng các kiến_thức và kỹ_năng mới vào công_việc của mình
Giáo viên thiếu sự tôn trọng và chuyên nghiệp đối với học viên.,0,curriculum,giáo_viên thiếu sự tôn_trọng và chuyên_nghiệp đối_với học_viên
Không gian học tập đẹp mắt,1,facility,không_gian học_tập đẹp_mắt
