sentence,sentiment,topic
không có sự lôi cuốn và thu hút trong cách giảng .,0,general
"thầy nhiệt tình vui tính , dạy dễ hiểu .",2,general
mong cô nếu giao đồ án thì nên cho học sinh tìm hiểu trước về ứng dụng mfc từ đầu kỳ .,0,general
"thầy có cách làm đồ án là quay video clip rất hay , vừa vui vừa là cách tìm hiểu kiến thức một cách mới , hứng thú .",2,general
cung cấp slide trước để sinh viên có tư liệu tìm hiểu trước ở nhà .,2,general
phương pháp dạy chưa hợp lý .,0,general
"thầy vui tính , giảng hay , nhiệt huyết với các bạn .",2,general
"tận tâm với sinh viên , vui vẻ trong giờ học .",2,general
"máy của phòng thực hành wzjwz241 khởi động visual studio chậm , bàn phím chưa tốt .",0,general
"môn học rất bổ ích , tuy là lý thuyết rất nhiều , nhưng trong những chương giảng dạy cũng nên có một vài bài tập đơn giảng để vận dụng bài tập vào thực tiễn và thông qua bài tập đó có thể rút ra kinh nghiệm làm việc .",0,general
"nhiệt tình , giáo án tốt , có nhiều bài tập vận dụng trên website môn học .",2,general
"thầy nhiệt tình giúp đỡ , tận tâm với công việc .",2,general
em đề nghị trường mình nên áp dung hình thức thực hành động .,0,general
"không phải là tôi chưa từng rớt môn , nhưng tôi không phục và không cam tâm đối với trường hợp của 2 bạn kia có cùng source code , nếu thầy hỏi 2 bạn kia từng đoạn code giống như thầy đã hỏi tôi thì chắc gì 2 bạn đó trả lời được , vì code cũng đều lấy từ internet về và có phải 2 bạn đó code đâu .",0,general
cần quan tâm nhiều hơn về vấn đề bài tập .,0,general
"nhiệt tình , dễ gần .",2,general
"phòng học gần công trình đang xây dựng nên rất ồn , mong trường có thể đổi phòng học khác , em xin cảm ơn !",0,general
giảng viên đem kiến thức vào giảng dạy rất đa dạng .,2,general
có cho các bài tập vừa sức sinh viên và tích cực giải đáp thắc mắc .,2,general
giải đáp nhanh khi sinh viên không hiểu .,2,general
"phương pháp giảng dạy còn thô , không sinh động .",0,general
"thầy rất tâm huyết , chuyên tâm dạy .",2,general
thầy có khiếu hài hước rất cao và truyền đạt dễ hiểu .,2,general
thêm nhiều tài liệu cho sinh viên .,0,general
"em ở nhà tự học , thi thực hành vừa rồi cũng được 10 điểm .",2,general
"biết tạo điều kiện cho học sinh rèn luyện các kỹ năng , khả năng dẫn dắt truyền đạt tốt .",2,general
"nhiều phòng thực hành không có visual hay dev , rất bất lợi cho những bạn chưa có lap .",0,general
"thân thiện , gần gũi , cách giảng lấy ví dụ thực tế hóa .",2,general
"rất nhiệt huyết , hay trao đổi và thảo luận và giúp đỡ sinh viên .",2,general
chương trình dạy rời rạc và khó hiểu .,0,general
"giảo viên hài hước , giảng kiến thức dễ tiếp thu .",2,general
"cách dạy lôi cuốn sinh viên , nói chuyện thực tế , gần gũi với sinh viên .",2,general
cách truyền đạt hài hước .,2,general
"giảng dạy nhiệt tình , đảm bảo đầy đủ giờ lên lớp .",2,general
nên thêm máy tính thực trong phòng thực hành .,0,general
cô rất vui tính và nhiệt tình .,2,general
cần thống nhất giữa nội dung lý thuyết và phần thực hành học từ trên xuống mà thực hành thì dưới lên gây khó khăn cho sinh viên .,0,general
hơi khắt khe quá với sinh viên .,0,general
thuộc bài một cách máy móc và trình bày không tự nhiên nhưng điểm vẫn cao .,0,general
thầy chỉ tận tình các lỗi xảy ra trong bài học .,2,general
giọng nói hay .,2,general
ít cho bài tập về nhà .,0,general
thầy dạy khá nhiệt tình và tận tâm dễ hiểu .,2,general
"hình thức , các hoạt động học tập phong phú .",2,general
thời gian chỉ được phân bổ 2 tiết nên vừa mất thời gian lại không có thời gian để giảng thêm nhiều vấn đề .,0,general
"giảng viên rất tận tình chỉ dạy , hỗ trợ tích cực .",2,general
"truyền đạt dễ hiểu , giảng viên hài hước , tạo không gian học tập hưng phấn khi đến lớp .",2,general
có nhiều nguồn tài liệu slide bài giảng .,2,general
"thích cách dạy như kể chuyện , chia sẻ kinh nghiệm của thầy .",2,general
hướng dẫn kỹ trước khi thực hành .,2,general
"môn học nên bám sát vào nội dung , mục đích cuối cùng thay vì giảng dạy lý thuyết tràn lan .",0,general
thầy chia sẻ nhiều điều trong thực tế .,2,general
"em hi vọng thầy có thể cung cấp tài liệu học tập một cách đầy đủ , vì trên slide em thấy còn hạn chế về kiến thức và quá tóm tắt .",0,general
"đi trễ 2h đồng hồ , nghỉ không thông báo , nhờ người dạy thay thế .",0,general
giảng viên chủ động .,2,general
"lớp muốn hiểu bài phải sắp xếp thời gian , tiết học của mình để được học ké , học chui ở các giảng viên khác để lắp cho mình bù lại kiến thức bị trống .",0,general
"giảng viên nhiệt tình , quan tâm sinh viên , hướng dẫn tốt .",2,general
tích cực hướng dẫn khi sinh viên hỏi bài .,2,general
cần có tiết sửa bài tập .,0,general
"vui vẻ , nhiệt tình , thân thiện .",2,general
giảng viên thường hay đi trễ nửa tiếng .,0,general
"máy chiếu không rõ , hư hỏng , chập chờn .",0,general
"giảng viên chưa nắm rõ chương trình , có khi không fix được lỗi để giảng cho sinh viên mà giao bài tập bắt sinh viên làm , trong khi giáo trình môn học gửi trên moodle không đáp ứng được lượng kiến thức cần thiết , còn quá sơ sài , không cụ thể , và đôi khi không có tài liệu luôn đặc biệt là về phần c .",0,general
có thêm các mô hình thực tế cho sinh viên .,0,general
"điểm danh , làm bài kiểm tra thường xuyên trong các buổi học .",1,general
có tương tác tốt với sinh viên .,2,general
thầy rất tâm huyết .,2,general
nói chuyện hơi khó nghe .,0,general
"giáo viên cần phải ra nhiều bài tập cho sinh viên làm rồi sửa chứ không chỉ nói sinh viên tự kiếm bài tập ở nhà làm để lên bảng sửa , hình thức sửa quá nhanh khiến sinh viên chưa hiểu rõ được vấn đề .",0,general
nội dung giảng dạy khá tốt .,2,general
"dạy dễ hiểu , nhiệt tình .",2,general
"giảng viên tận tâm , nhiệt tình , khả năng truyền đạt tốt .",2,general
"cô giáo trẻ trung , hòa nhã với sinh viên .",2,general
"đến lớp đúng giờ , vui tính .",2,general
"giờ học sinh động , thầy tạo ra không gian để sinh viên trao đổi vấn đề và nêu ra ý kiến của mình .",2,general
thầy nên hướng dẫn thực hành trong giờ học thực hành .,0,general
"giảng viên nhiệt tình , công tâm , quan tâm sinh viên , truyền đạt tốt .",2,general
không có gì để phàn nàn .,1,general
"đây là năm đầu tiên thầy giảng dạy , chúng em đều thông cảm !",0,general
"giảng viên nhiệt tình , em cảm thấy hài lòng .",2,general
"vui vẻ , dạy dễ hiểu , giúp đỡ mọi lúc mọi nơi .",2,general
thầy dạy hơi nhanh nên khó chép bài kịp .,0,general
"giảng viên hòa đồng , gần gũi với sinh viên .",2,general
đây là mong muốn của em chứ không phải không hài lòng ) .,1,general
nhiệt tình chu đáo với sinh viên .,2,general
cho đề thi hơi khó .,0,general
"nghỉ học không thông báo hoài , bực mình .",0,general
thầy rất tận tâm với sinh viên .,2,general
cô dạy nhiệt tình và rất gần gũi với sinh viên .,2,general
chúc thầy thành công !,2,general
cô không hiểu rõ được tâm lý sinh viên công nghệ thông tin nên khi nào cô cũng áp đặt là bọn em phải chăm chỉ học hành .,0,general
thầy dạy được cách tư duy sáng tạo .,2,general
"phần thực hành quá sơ sài , trợ giảng cho thực hành chỉ đưa tài liệu tiếng anh cho đọc và đưa bài về cho làm , không có sự hướng dẫn .",0,general
nhiệt huyết với sinh viên .,2,general
"giáo viên tận tình chỉ bảo , tạo không khí vui vẻ .",2,general
dạy nhiệt tình giúp đỡ sinh viên nhiệt tình trong giờ học và chỉ bài tận tình .,2,general
đôi khi giảng khó hiểu .,0,general
thực hành không liên quan gì lý thuyết .,0,general
"nội dung chương trình học cần rõ ràng hơn , cần cập nhật chương trình học , nội dung bài giảng trên slide còn lủng củng .",0,general
"thầy dạy quá nhanh , nhất là chiếu slide , tụi em còn không xem kịp nội dung trên slide thì thầy đã cho chuyển sang slide khác .",0,general
"thầy nên dạy chậm và dễ hiểu hơn , nên giảng từng cái cho chắc rồi hãy sang phần khác .",0,general
"giảng dạy tích cực , vui vẻ .",2,general
cập những những kiến thức mới ở ngoài vào giảng dạy .,2,general
thầy và cô thường có những lời khuyên định hướng tương lai .,2,general
giảng viên dạy học rất tâm huyết .,2,general
mong trong học kỳ tới thì chất lượng giảng dạy sẽ cải thiện hơn .,0,general
"cách dạy hài hước , không gây buồn ngủ .",2,general
thầy thường xuyên bỏ lớp .,0,general
"dạy đúng chủ đề , không nói chuyện ngoài lề , đi dạy đúng giờ .",2,general
mong thầy có thể làm slide kỹ lưỡng và dễ hiểu hơn .,0,general
"thường xuyên lên lớp trễ , chấm điểm trên moodle không có ghi chú cụ thể dẫn đến nhầm lẫn trong sinh viên .",0,general
"cô rất tận tâm , nhiệt tình , đem hết kinh nghiệm cũng như kiến thức của mình để truyền đạt cho sinh viên , cô luôn tạo cảm hứng học tập .",2,general
"thầy dạy cực vui , kiến thức đầy đủ , gần gũi với sinh viên .",2,general
"cô vui vẻ , nhiệt tình , tận tụy .",2,general
"giảng viên cởi mở dễ tiếp xúc , trao đổi .",2,general
"phòng thực hành nhỏ không đủ máy cho sinh viên , máy có nhiều virus .",0,general
cung cấp tài liệu tự học nhiều hơn .,0,general
"thầy dạy không sát với chương trình của khoa , một số phần quan trọng nhưng không được chú trọng .",0,general
phòng máy thực hành cần nâng cấp .,0,general
thầy rất vui vẻ và tâm lý .,2,general
ở lớp khi ngồi ở những bàn sau nhìn bảng rất khó .,0,general
dạy ổn .,2,general
"cô rất nhiệt tình với sinh viên , giảng dạy kỹ lưỡng , tâm huyết .",2,general
"giảng viên sử dụng thời gian hợp lý , trình bày chi tiết dễ hiểu .",2,general
giảng bài rất kỹ và rất hay .,2,general
"kiến thức của giảng viên rất tốt , cách trình bày , giảng dạy rất đẹp và hiệu quả .",2,general
nên có nhiều tiết làm bài tập hơn .,0,general
nhìn không rõ .,0,general
giảng viên còn hơi chủ quan nghĩ rằng sinh viên nắm được những cái cơ bản ban đầu .,0,general
